course_id,course_title,lec_section,lab_section,lec_credit,lab_credit,day,time,room,lecturer
261336,Computer Networks Laboratory,000,701,0,1,We,0800-1100,518,ยุทธพงษ์  สมจิตCo-Instrucโดม  โพธิกานนท์
261336,Computer Networks Laboratory,000,801,0,1,We,1300-1600,413B,โดม  โพธิกานนท์Co-Instrucยุทธพงษ์  สมจิต
261342,Fundamentals of Database Systems,001,000,3,0,MTh,1300-1430,516,จักรพงศ์  นาทวิชัย
261342,Fundamentals of Database Systems,002,000,3,0,MTh,1300-1430,516,จักรพงศ์  นาทวิชัย
261342,Fundamentals of Database Systems,099,000,3,0,MTh,1300-1430,516,จักรพงศ์  นาทวิชัย
261342,Fundamentals of Database Systems,801,000,3,0,MTh,1300-1430,516,จักรพงศ์  นาทวิชัย
261342,Fundamentals of Database Systems,802,000,3,0,MTh,1300-1430,TBA,จักรพงศ์  นาทวิชัย
261343,Database System Laboratory,000,001,0,1,Mo,1430-1730,516,จักรพงศ์  นาทวิชัย
261343,Database System Laboratory,000,002,0,1,Th,1430-1730,516,จักรพงศ์  นาทวิชัย
261343,Database System Laboratory,000,099,0,1,Th,1430-1730,516,จักรพงศ์  นาทวิชัย
261343,Database System Laboratory,000,801,0,1,Mo,1430-1730,516,จักรพงศ์  นาทวิชัย
261343,Database System Laboratory,000,802,0,1,Th,1430-1730,TBA,จักรพงศ์  นาทวิชัย
261361,Software Engineering,701,000,3,0,MTh,0930-1100,202-2,เจนจิรา  ใจมั่ง
261381,Teaching  medium is in English/เรียนเป็นภาษาอังกฤษ,701,000,0,0,We,1300-1600,TBA,ศศิน  จันทร์พวงทอง
261381,Teaching  medium is in English/เรียนเป็นภาษาอังกฤษ,702,000,0,0,We,1300-1600,TBA,ศศิน  จันทร์พวงทอง
261405,Advanced Computer Engineering Technology,001,000,3,0,We,0930-1230,521,โดม  โพธิกานนท์Co-Instrucเกษมสิทธิ์  ตียพันธ์
261405,Advanced Computer Engineering Technology,801,000,3,0,We,0930-1230,521,โดม  โพธิกานนท์Co-Instrucเกษมสิทธิ์  ตียพันธ์
261408,Quantum Computation,001,000,3,0,TuF,0930-1100,412,สรรพวรรธน์  กันตะบุตร
261408,Quantum ComputationTeaching  medium is in English/เรียนเป็นภาษาอังกฤษ,701,000,3,0,TuF,0930-1100,TBA,สรรพวรรธน์  กันตะบุตร
261408,Quantum Computation,801,000,3,0,TuF,0930-1100,412,สรรพวรรธน์  กันตะบุตร
261434,Computer Network Design and Management,001,000,3,0,MTh,1430-1600,413A,ยุทธพงษ์  สมจิต
261434,Computer Network Design and ManagementTeaching  medium is in English/เรียนเป็นภาษาอังกฤษ,701,000,3,0,MTh,1300-1430,413A,ยุทธพงษ์  สมจิต
261434,Computer Network Design and Management,801,000,3,0,MTh,1430-1600,413A,ยุทธพงษ์  สมจิต
261447,Network and Information Security,001,000,3,0,TuF,0800-0930,518,นพรุจ  ซื่อตรง
261447,Network and Information Security,801,000,3,0,TuF,0800-0930,518,นพรุจ  ซื่อตรง
261456,Introduction to Computational Intelligence for Computer Engineering,001,000,3,0,MTh,1600-1730,521,ศันสนีย์  เอื้อพันธ์วิริยะกุล
261456,Introduction to Computational Intelligence for Computer Engineering,099,000,3,0,MTh,1600-1730,521,ศันสนีย์  เอื้อพันธ์วิริยะกุล
261456,Introduction to Computational Intelligence for Computer Engineering,801,000,3,0,MTh,1600-1730,521,ศันสนีย์  เอื้อพันธ์วิริยะกุล
261459,Deep Learning,001,000,3,0,MTh,0930-1100,413B,เกษมสิทธิ์  ตียพันธ์
261459,Deep Learning,099,000,3,0,MTh,0930-1100,413B,เกษมสิทธิ์  ตียพันธ์
261459,Deep Learning,801,000,3,0,MTh,0930-1100,413B,เกษมสิทธิ์  ตียพันธ์
261461,Visual and Interactive Programming,001,000,3,0,Tu,0900-1200,413B,สันติ  พิทักษ์กิจนุกูร
261461,Visual and Interactive Programming,099,000,3,0,Tu,0900-1200,413B,สันติ  พิทักษ์กิจนุกูร
261461,Visual and Interactive Programming,801,000,3,0,Tu,0900-1200,413B,สันติ  พิทักษ์กิจนุกูร
261469,Software Project Management for Computer Engineering,001,000,3,0,Tu,0930-1230,501,ศักดิ์กษิต  ระมิงค์วงศ์
261469,Software Project Management for Computer Engineering,801,000,3,0,Tu,0930-1230,501,ศักดิ์กษิต  ระมิงค์วงศ์
261491,Project Survey,000,001,0,1,TBA,0000-0000,-,อานันท์  สีห์พิทักษ์เกียรติ
261491,Project Survey,000,002,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,003,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,004,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,005,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,006,0,1,TBA,0000-0000,-,ธนาทิพย์  จันทร์คง
261491,Project Survey,000,007,0,1,TBA,0000-0000,0000,นวดนย์  คุณเลิศกิจ
261491,Project Survey,000,008,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,009,0,1,TBA,0000-0000,-,นพรุจ  ซื่อตรง
261491,Project Survey,000,010,0,1,TBA,0000-0000,-,ยุทธพงษ์  สมจิต
261491,Project Survey,000,011,0,1,TBA,0000-0000,-,โดม  โพธิกานนท์
261491,Project Survey,000,012,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,013,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,014,0,1,TBA,0000-0000,-,อัญญา อาภาวัชรุตม์ วีรประพันธ์
261491,Project Survey,000,015,0,1,TBA,0000-0000,-,นพรุจ  ซื่อตรง
261491,Project Survey,000,016,0,1,TBA,0000-0000,-,เจนจิรา  ใจมั่ง
261491,Project Survey,000,017,0,1,TBA,0000-0000,-,พฤษภ์  บุญมา
261491,Project Survey,000,018,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,019,0,1,TBA,0000-0000,-,ศศิน  จันทร์พวงทอง
261491,Project Survey,000,020,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,021,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,023,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,024,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,025,0,1,TBA,0000-0000,0000,คณาจารย์
261491,Project Survey,000,026,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,027,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,028,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,029,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,030,0,1,TBA,0000-0000,-,คณาจารย์
261491,Project Survey,000,031,0,1,TBA,0000-0000,-,คณาจารย์
